Public Vehicle Type,Public Vehicle Number,Company Name,Vehicle Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Wheelchair Accessible,Affiliation,License Management,Inspection Type,Scheduled Inspection Date and Time,Result,Current
Taxi,5417,KAPO TAXI CORP,ACTIVE,TOYOTA,CAMRY,2012,FALSE,City Service Taxi Association,Owner Manager,SECOND_PERIOD,7/7/2023 8:00,PENDING,TRUE
Taxi,4230,RAMIN TAXI LLC,ACTIVE,TOYOTA,CAMRY,2018,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,7/26/2023 11:00,PENDING,TRUE
Taxi,2431,"A.S.SUBS, INC.",ACTIVE,TOYOTA,CAMRY,2016,FALSE,Flash Cab Co,Owner-Operator,SECOND_PERIOD,9/1/2023 10:00,PENDING,TRUE
Taxi,2643,SEAN CAB CO,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",SECOND_PERIOD,12/19/2023 11:00,PENDING,TRUE
Taxi,6463,SAPEX INC,SURRENDER,VPG,MV-1,2014,TRUE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",FIRST_PERIOD,1/31/2023 10:00,FAILED,FALSE
Taxi,6288,"TAXI MEDALLION GROUP, LLC - SERIES I",ACTIVE,TOYOTA,PRIUS,2015,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,11/6/2023 8:00,PENDING,TRUE
Taxi,6223,ARMITAGE TAXI LLC,ACTIVE,FORD,FUSION,2018,FALSE,NORTHSTAR AFFILIATION,Star North Management LLC,SECOND_PERIOD,10/12/2023 10:00,PENDING,TRUE
Ambulance,808561,ELITE MEDICAL TRANSPORTATION LLC,ACTIVE,FORD,E350,2018,FALSE,,,FIRST_PERIOD,6/2/2023 8:00,PENDING,TRUE
Taxi,612,DRAKE GLOBAL ENTERPRISES INC.,FORECLOSURE,TOYOTA,COROLLA,2015,FALSE,Top Cab Association,Owner Manager,FIRST_PERIOD,4/6/2023 11:00,NO_SHOW,FALSE
Taxi,3579,HASSAM INC,ACTIVE,TOYOTA,CAMRY,2020,FALSE,Flash Cab Co,Owner-Operator,RETEST,3/22/2023 11:00,PASSED,FALSE
Taxi,3651,DEGAN INC.,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,4/6/2023 9:00,FAILED,FALSE
Taxi,5233,TAXI MEDALLION GROUP LLC SERIES 28,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,10/20/2023 8:00,PENDING,TRUE
Taxi,6831,FILE ZANI CORP.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,City Service Taxi Association,Owner Manager,SECOND_PERIOD,8/2/2023 8:00,PENDING,TRUE
Taxi,6064,TASKOS INC,ACTIVE,TOYOTA,SIENNA,2019,TRUE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,6/21/2023 10:00,PENDING,TRUE
Taxi,2159,DEKA CAB CORP,ACTIVE,TOYOTA,PRIUS,2014,FALSE,NORTHSTAR AFFILIATION,Star North Management LLC,SECOND_PERIOD,11/15/2023 10:00,PENDING,TRUE
Taxi,6831,FILE ZANI CORP.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,City Service Taxi Association,Owner Manager,FIRST_PERIOD,2/3/2023 13:00,NO_SHOW_RESCHEDULED,FALSE
Ambulance,721479,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2016,FALSE,,,FIRST_PERIOD,2/6/2023 8:00,PASSED,FALSE
Taxi,5035,HEITOR G. GARCIA,ACTIVE,TOYOTA,PRIUS,2016,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,5/10/2023 13:00,PENDING,TRUE
Taxi,2471,ABBAS INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Blue Ribbon Assn Inc,Owner Manager,FIRST_PERIOD,2/6/2023 9:00,PASSED,FALSE
Taxi,6831,FILE ZANI CORP.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,City Service Taxi Association,Owner Manager,FIRST_PERIOD,2/6/2023 13:00,FAILED,FALSE
Taxi,5413,MELIJAH INC.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Globe Taxi Association Inc,Owner Manager,CHANGE_METER,2/6/2023 11:00,FAILED,FALSE
Taxi,783,"ALVA 1, INC.",ACTIVE,TOYOTA,PRIUS,2014,FALSE,City Service Taxi Association,Owner Manager,SECOND_PERIOD,8/23/2023 8:00,PENDING,TRUE
Taxi,3064,RADIANT CAB CO INC,ACTIVE,TOYOTA,CAMRY,2010,FALSE,Independent2,Owner-Operator,RETEST,2/6/2023 11:00,PASSED,FALSE
Taxi,1535,GBEDO CAB CORP,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,2/6/2023 9:00,PASSED,FALSE
Taxi,1124,ADEOTI INC,ACTIVE,TOYOTA,PRIUS,2017,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,2/6/2023 13:00,FAILED,FALSE
Taxi,6621,NORTH KING CAB COMPANY,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",FIRST_PERIOD,2/6/2023 11:00,PASSED,FALSE
Taxi,4772,"BOLAKO, INC",ACTIVE,TOYOTA,CAMRY,2016,FALSE,City Service Taxi Association,Owner Manager,SECOND_PERIOD,7/11/2023 8:00,PENDING,TRUE
Livery,8854,WINDY CITY LIMOUSINE CO LLC,ACTIVE,LINCOLN,CONTINENTAL,2018,FALSE,,,FIRST_PERIOD,2/6/2023 8:00,PASSED,FALSE
Taxi,697,NECT 32 LLC,ACTIVE,TOYOTA,PRIUS,2014,FALSE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",RETEST,2/6/2023 13:00,PASSED,FALSE
Taxi,2159,DEKA CAB CORP,ACTIVE,TOYOTA,PRIUS,2014,FALSE,NORTHSTAR AFFILIATION,Star North Management LLC,SECOND_PERIOD,2/6/2023 8:00,PASSED,FALSE
Taxi,1124,ADEOTI INC,ACTIVE,TOYOTA,PRIUS,2017,FALSE,Yellow Cab Association,Owner-Operator,SECOND_PERIOD,8/21/2023 9:00,PENDING,TRUE
Taxi,326,13C TAXI INC,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Yellow Cab Association,Owner Manager,RETEST,2/6/2023 13:00,PASSED,FALSE
Taxi,5004,"CHANDIYA, INC.",ACTIVE,FORD,ESCAPE,2012,FALSE,Yellow Cab Association,Owner-Operator,SECOND_PERIOD,7/11/2023 11:00,PENDING,TRUE
Taxi,4289,BARAKHA INC.,ACTIVE,TOYOTA,CAMRY,2012,FALSE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,2/6/2023 11:00,PASSED,FALSE
Taxi,2127,2 FATIMA INC,ACTIVE,TOYOTA,CAMRY,2015,FALSE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,2/6/2023 8:00,PASSED,FALSE
Taxi,1124,ADEOTI INC,ACTIVE,TOYOTA,PRIUS,2017,FALSE,Yellow Cab Association,Owner-Operator,RETEST,2/6/2023 14:00,PASSED,FALSE
Taxi,3550,BATULA TAXI SERVICES LLC,ACTIVE,TOYOTA,SIENNA,2019,TRUE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,2/6/2023 8:00,PASSED,FALSE
Livery,8329,MOORE CONCIERGE SERVICE LLC,ACTIVE,AUDI,A8,2019,FALSE,,,RETEST,2/6/2023 13:00,PASSED,FALSE
Taxi,856,A&U TRANSIT CORP.,ACTIVE,FORD,ESCAPE,2010,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,10/2/2023 11:00,PENDING,TRUE
Taxi,5208,TAXI MEDALLION GROUPLLC SERIESXX,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,8/14/2023 13:00,PENDING,TRUE
Taxi,1556,ROCKY MOUNTAIN CAB CO,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Flash Cab Co,Owner Manager,SECOND_PERIOD,2/6/2023 13:00,PASSED,FALSE
Taxi,822,"OWNER TRANSPORTATION, INC",ACTIVE,FORD,ESCAPE,2012,FALSE,Yellow Cab Association,Owner-Operator,RETEST,2/6/2023 10:00,PASSED,FALSE
Taxi,2798,VIOCOLE TAXI CORP,ACTIVE,TOYOTA,RAV4,2016,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,8/7/2023 10:00,PENDING,TRUE
Ambulance,721397,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,FORD,E450,2021,FALSE,,,FIRST_PERIOD,2/6/2023 8:00,PASSED,FALSE
Taxi,2798,VIOCOLE TAXI CORP,ACTIVE,TOYOTA,RAV4,2016,FALSE,Independent1,Owner-Operator,CHANGE_EQUIPMENT,2/6/2023 10:00,PASSED,FALSE
Taxi,1949,SHARK 2020 INC,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Flash Cab Co,Owner Manager,CHANGE_EQUIPMENT,2/6/2023 13:00,FAILED,FALSE
Taxi,6460,FARHAN TRANSPORTATION INC.,ACTIVE,TOYOTA,PRIUS,2011,FALSE,Flash Cab Co,Owner Manager,FIRST_PERIOD,2/6/2023 11:00,FAILED,FALSE
Taxi,1989,"D.D.WILS, INC",ACTIVE,TOYOTA,SIENNA,2018,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,2/6/2023 10:00,PASSED,FALSE
Livery,7534,FRANQ LIMOUSINE,ACTIVE,GMC,YUKON,2016,FALSE,,,FIRST_PERIOD,2/6/2023 8:00,PASSED,FALSE
Taxi,5904,SARDAR BAIG ENTERPRISES INC,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",FIRST_PERIOD,2/6/2023 8:00,PASSED,FALSE
Taxi,3811,"DAWO RIVER, CORP",ACTIVE,FORD,ESCAPE,2011,FALSE,Sun Taxi Association Inc,Owner-Operator,FIRST_PERIOD,2/6/2023 13:00,PASSED,FALSE
Taxi,2159,DEKA CAB CORP,ACTIVE,TOYOTA,PRIUS,2014,FALSE,NORTHSTAR AFFILIATION,Star North Management LLC,FIRST_PERIOD,7/31/2023 13:00,PENDING,TRUE
Taxi,1989,"D.D.WILS, INC",ACTIVE,TOYOTA,SIENNA,2018,FALSE,Yellow Cab Association,Owner-Operator,SECOND_PERIOD,8/15/2023 11:00,PENDING,TRUE
Taxi,1535,GBEDO CAB CORP,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,8/9/2023 8:00,PENDING,TRUE
Taxi,6460,FARHAN TRANSPORTATION INC.,ACTIVE,TOYOTA,PRIUS,2011,FALSE,Flash Cab Co,Owner Manager,RETEST,2/7/2023 11:00,PASSED,FALSE
Livery,7533,EURO LIMO  INC,ACTIVE,LINCOLN,CORSAIR,2022,FALSE,,,FIRST_PERIOD,2/7/2023 8:00,NO_SHOW,FALSE
Taxi,255,TAURUS CAB INC,ACTIVE,FORD,ESCAPE,2012,FALSE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",FIRST_PERIOD,2/7/2023 13:00,PASSED,FALSE
Taxi,6506,EKB TAXI LLC,ACTIVE,FORD,ESCAPE,2012,FALSE,Independent1,Owner-Operator,RETEST,2/7/2023 11:00,PASSED,FALSE
Taxi,2466,ARES CAB CORP.,FORECLOSURE,TOYOTA,COROLLA,2018,FALSE,Top Cab Association,Top Cab Corp.,FIRST_PERIOD,1/31/2023 8:00,NO_SHOW,FALSE
Taxi,5750,HYDRA CAB CORP,FORECLOSURE,HYUNDAI,ELANTRA,2018,FALSE,Top Cab Association,Top Cab Corp.,FIRST_PERIOD,1/12/2023 10:00,NO_SHOW,FALSE
Livery,9430,BSAFE INC,ACTIVE,GMC,YUKON XL,2018,FALSE,,,FIRST_PERIOD,2/7/2023 13:00,NO_SHOW,FALSE
Taxi,973,TWO STAR TAXI CAB INC,ACTIVE,FORD,ESCAPE,2012,FALSE,Flash Cab Co,Owner-Operator,RETEST,2/7/2023 13:00,PASSED,FALSE
Livery,7219,PERFECT LIMO SERVICE COMPANY,ACTIVE,CHEVROLET,SUBURBAN,2016,FALSE,,,FIRST_PERIOD,2/7/2023 13:00,FAILED,FALSE
Taxi,4727,KOUROU TAXI CO,ACTIVE,TOYOTA,SIENNA,2017,TRUE,City Service Taxi Association,Owner-Operator,SECOND_PERIOD,12/14/2023 11:00,PENDING,TRUE
Taxi,6022,WADITO INC,ACTIVE,TOYOTA,RAV4,2022,FALSE,Yellow Cab Association,Owner Manager,RETEST,2/7/2023 13:00,PASSED,FALSE
Taxi,5233,TAXI MEDALLION GROUP LLC SERIES 28,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,RETEST,2/7/2023 11:00,PASSED,FALSE
Ambulance,5484,AMBULANCE TRANSPORTATION INC,ACTIVE,FORD,E350,2014,FALSE,,,FIRST_PERIOD,2/7/2023 8:00,PASSED,FALSE
Taxi,1881,CHITOWN CAB INC. # III,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",FIRST_PERIOD,4/6/2023 9:00,PASSED,FALSE
Livery,7250,AMM'S LIMOUSINE SERVICE INC,ACTIVE,LINCOLN,MKT,2013,FALSE,,,FIRST_PERIOD,2/7/2023 8:00,PASSED,FALSE
Taxi,5413,MELIJAH INC.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Globe Taxi Association Inc,Owner Manager,RETEST,2/7/2023 11:00,PASSED,FALSE
Ambulance,817701,"LIFELINE AMBULANCE, LLC",ACTIVE,FORD,E250,2016,FALSE,,,RETEST,1/18/2023 8:00,PASSED,FALSE
Ambulance,817705,"LIFELINE AMBULANCE, LLC",ACTIVE,FORD,E250,2016,FALSE,,,FIRST_PERIOD,2/1/2023 8:00,NO_SHOW,FALSE
Livery,9818,A & B INTERNATIONAL TRANSPORT INC.,VIOLATION,GMC,YUKON XL,2018,FALSE,,,FIRST_PERIOD,2/3/2023 8:00,NO_SHOW,FALSE
Taxi,119,"OLAMAXX, INC.",ACTIVE,TOYOTA,HIGHLANDER,2021,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,2/7/2023 11:00,PASSED,FALSE
Livery,9096,RHM TRANSPORTATION INC.,VIOLATION,MERCEDES,E300,2018,FALSE,,,FIRST_PERIOD,1/10/2023 8:00,NO_SHOW,FALSE
Taxi,5233,TAXI MEDALLION GROUP LLC SERIES 28,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,ROOFTOP_ADVERTISING,2/7/2023 11:00,PASSED,FALSE
Taxi,6221,JHAPS TAXI CORP,ACTIVE,TOYOTA,SIENNA,2020,TRUE,Flash Cab Co,Owner Manager,FIRST_PERIOD,6/8/2023 11:00,PENDING,TRUE
Ambulance,895562,MEDICAL EXPRESS AMBULANCE SERV,VIOLATION,FORD,E350,2014,FALSE,,,FIRST_PERIOD,1/27/2023 8:00,NO_SHOW,FALSE
Livery,9611,BG LIMO INC,VIOLATION,LINCOLN,MKT,2018,FALSE,,,FIRST_PERIOD,1/13/2023 8:00,NO_SHOW,FALSE
Taxi,2733,BENNY D. JONA,ACTIVE,HONDA,CRV,2019,FALSE,Independent1,Owner-Operator,RETEST,2/7/2023 11:00,PASSED,FALSE
Ambulance,721340,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2016,FALSE,,,FIRST_PERIOD,2/7/2023 8:00,FAILED,FALSE
Taxi,236,UB CAB CO,ACTIVE,TOYOTA,RAV4,2017,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,2/7/2023 13:00,PASSED,FALSE
Taxi,3845,SUKHI ENTERPRISES INC.,ACTIVE,TOYOTA,CAMRY,2012,FALSE,Checker Taxi Association Co.,Owner Manager,FIRST_PERIOD,2/7/2023 8:00,PASSED,FALSE
Ambulance,895537,MEDICAL EXPRESS AMBULANCE SERV,VIOLATION,FORD,E350,2014,FALSE,,,FIRST_PERIOD,1/13/2023 8:00,NO_SHOW,FALSE
Taxi,6295,MUSSA CAB CORP.,ACTIVE,TOYOTA,RAV4,2018,FALSE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,2/7/2023 8:00,PASSED,FALSE
Livery,8317,LEGENDARY PRIVATE CAR COMPANY,ACTIVE,MERCEDES,S560,2018,FALSE,,,FIRST_PERIOD,2/7/2023 11:00,FAILED,FALSE
Taxi,3733,TAXI MEDALLION GROUPLLC-SERIESXVIII,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,12/5/2023 8:00,PENDING,TRUE
Taxi,4908,FARHAN TRANSPORTATION INC.,ACTIVE,TOYOTA,CAMRY,2011,FALSE,Flash Cab Co,Owner Manager,FIRST_PERIOD,2/3/2023 9:00,NO_SHOW_RESCHEDULED,FALSE
Taxi,5326,HUDSON CAB CORP.,ACTIVE,FORD,C-MAX,2013,FALSE,NORTHSTAR AFFILIATION,Star North Management LLC,FIRST_PERIOD,2/7/2023 8:00,PASSED,FALSE
Livery,8418,RAKHAT ERKINBEK UULU,ACTIVE,CADILLAC,XTS,2018,FALSE,,,FIRST_PERIOD,2/7/2023 8:00,NO_SHOW,FALSE
Ambulance,817702,"LIFELINE AMBULANCE, LLC",ACTIVE,FORD,E250,2016,FALSE,,,RETEST,1/25/2023 8:00,NO_SHOW,FALSE
Taxi,1177,TAXI MEDALLION GROUPLLC SERIESXXII,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Yellow Cab Association,Owner Manager,ROOFTOP_ADVERTISING,2/3/2023 10:00,NO_SHOW,FALSE
Taxi,6831,FILE ZANI CORP.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,City Service Taxi Association,Owner Manager,RETEST,2/7/2023 13:00,PASSED,FALSE
Livery,7566,LUX DRYVE INC,ACTIVE,CADILLAC,ESCALADE,2017,FALSE,,,RETEST,2/7/2023 8:00,PASSED,FALSE
Livery,7446,SONAKSHI.ENT.INC.,ACTIVE,LINCOLN,NAVIGATOR L,2022,FALSE,,,FIRST_PERIOD,2/7/2023 8:00,NO_SHOW,FALSE
Livery,7770,NIGHTSTAR INC,ACTIVE,CADILLAC,XTS,2018,FALSE,,,FIRST_PERIOD,6/9/2023 8:00,PENDING,TRUE
Taxi,6022,WADITO INC,ACTIVE,TOYOTA,RAV4,2022,FALSE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,2/7/2023 11:00,FAILED,FALSE
Taxi,262,CHI-TOWN TAXI LLC,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,2/7/2023 9:00,FAILED,FALSE
Livery,7307,NIGHTSTAR INC,ACTIVE,CHEVROLET,SUBURBAN,2017,FALSE,,,FIRST_PERIOD,6/8/2023 8:00,PENDING,TRUE
Livery,7195,MANHA LIMOUSINE INC,VIOLATION,LINCOLN,NAVIGATOR,2017,FALSE,,,FIRST_PERIOD,1/13/2023 8:00,NO_SHOW,FALSE
Livery,8637,MANHA LIMOUSINE INC,RESERVED,LINCOLN,NAVIGATOR,2017,FALSE,,,FIRST_PERIOD,1/27/2023 8:00,NO_SHOW,FALSE
Taxi,2301,ADEREMI J ADENIYI,FORECLOSURE,TOYOTA,CAMRY,2014,FALSE,Checker Taxi Association Co.,Owner-Operator,FIRST_PERIOD,2/6/2023 13:00,NO_SHOW,FALSE
Taxi,6506,EKB TAXI LLC,ACTIVE,FORD,ESCAPE,2012,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,2/7/2023 9:00,FAILED,FALSE
Taxi,6449,SHAKKY & KAFE INC,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,2/7/2023 9:00,PASSED,FALSE
Taxi,2321,HUFFY & SUBBY CAB CO,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,5/2/2023 12:00,PENDING,TRUE
Taxi,5768,HYDRA CAB CORP,FORECLOSURE,HYUNDAI,ELANTRA,2018,FALSE,Top Cab Association,Top Cab Corp.,FIRST_PERIOD,1/20/2023 11:00,NO_SHOW,FALSE
Ambulance,5553,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2012,FALSE,,,FIRST_PERIOD,2/7/2023 8:00,FAILED,FALSE
Taxi,5233,TAXI MEDALLION GROUP LLC SERIES 28,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,2/7/2023 9:00,FAILED,FALSE
Taxi,1726,AA1 TAXI INC,ACTIVE,TOYOTA,SIENNA,2019,TRUE,Independent1,Owner Manager,FIRST_PERIOD,2/7/2023 9:00,PASSED,FALSE
Taxi,255,TAURUS CAB INC,ACTIVE,FORD,ESCAPE,2012,FALSE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",SECOND_PERIOD,8/9/2023 13:00,PENDING,TRUE
Taxi,1914,ABRANTIE TRANSPORT INC.,ACTIVE,TOYOTA,RAV4,2017,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,2/7/2023 10:00,PASSED,FALSE
Taxi,6070,ZJV INC,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner-Operator,SECOND_PERIOD,11/13/2023 9:00,PENDING,TRUE
Taxi,4727,KOUROU TAXI CO,ACTIVE,TOYOTA,SIENNA,2017,TRUE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,6/14/2023 9:00,PENDING,TRUE
Taxi,6123,TAXI MEDALLION GROUP LLC - SERIES 33,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,2/7/2023 10:00,PASSED,FALSE
Ambulance,808588,ELITE MEDICAL TRANSPORTATION LLC,ACTIVE,FORD,TRANSIT,2017,FALSE,,,FIRST_PERIOD,4/6/2023 8:00,PASSED,FALSE
Livery,9980,MT LIMO INC.,VIOLATION,LINCOLN,MKT,2015,FALSE,,,FIRST_PERIOD,1/24/2023 8:00,NO_SHOW,FALSE
Livery,7549,NIGHTSTAR INC,ACTIVE,CADILLAC,XTS,2018,FALSE,,,FIRST_PERIOD,6/16/2023 8:00,PENDING,TRUE
Livery,9159,RHM TRANSPORTATION INC.,VIOLATION,VOLVO,S90,2018,FALSE,,,FIRST_PERIOD,1/17/2023 8:00,NO_SHOW,FALSE
Ambulance,794916,TRACE AMBULANCE INC,ACTIVE,FORD,TRANSIT,2018,FALSE,,,FIRST_PERIOD,1/16/2023 8:00,NO_SHOW,FALSE
Taxi,4965,BENGAL CAB CORPORATION,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Globe Taxi Association Inc,Owner-Operator,RETEST,2/7/2023 11:00,PASSED,FALSE
Ambulance,721308,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,FORD,TRANSIT,2021,FALSE,,,FIRST_PERIOD,2/7/2023 8:00,PASSED,FALSE
Taxi,5326,HUDSON CAB CORP.,ACTIVE,FORD,C-MAX,2013,FALSE,NORTHSTAR AFFILIATION,Star North Management LLC,ROOFTOP_ADVERTISING,2/7/2023 11:00,PASSED,FALSE
Taxi,4650,MILOS CAB CORP,FORECLOSURE,TOYOTA,COROLLA,2018,FALSE,Top Cab Association,Top Cab Corp.,FIRST_PERIOD,1/9/2023 8:00,NO_SHOW,FALSE
Taxi,6950,NOBEL-GROUP INC,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,2/7/2023 9:00,PASSED,FALSE
Taxi,6070,ZJV INC,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,5/22/2023 10:00,PENDING,TRUE
Ambulance,895568,MEDICAL EXPRESS AMBULANCE SERV,VIOLATION,FORD,E350,2015,FALSE,,,FIRST_PERIOD,2/3/2023 8:00,NO_SHOW,FALSE
Ambulance,721340,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2016,FALSE,,,RETEST,2/7/2023 11:00,PASSED,FALSE
Livery,7517,CAREY LIMOUSINE CHICAGO INC,RESERVED,LINCOLN,CONTINENTAL,2018,FALSE,,,FIRST_PERIOD,2/7/2023 8:00,NO_SHOW,FALSE
Taxi,6123,TAXI MEDALLION GROUP LLC - SERIES 33,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,8/15/2023 13:00,PENDING,TRUE
Taxi,3769,CHARAFI TRANS INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Independent1,Owner-Operator,RETEST,2/7/2023 10:00,PASSED,FALSE
Livery,9824,AMPAK USA INC,ACTIVE,BMW,X5,2018,FALSE,,,FIRST_PERIOD,1/31/2023 8:00,NO_SHOW,FALSE
Taxi,3791,FORTUNE TAXI INC,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Independent1,Owner Manager,FIRST_PERIOD,2/7/2023 14:00,PASSED,FALSE
Taxi,6402,MASSEW CORP,ACTIVE,TOYOTA,CAMRY,2015,FALSE,City Service Taxi Association,Owner-Operator,SECOND_PERIOD,10/12/2023 11:00,PENDING,TRUE
Taxi,1893,ARES CAB CORP.,FORECLOSURE,TOYOTA,COROLLA,2018,FALSE,Top Cab Association,Top Cab Corp.,FIRST_PERIOD,2/7/2023 8:00,NO_SHOW,FALSE
Livery,8482,SOUTHWEST CHIEF LTD,RESERVED,LINCOLN,MKT,2018,FALSE,,,FIRST_PERIOD,1/19/2023 8:00,NO_SHOW,FALSE
Ambulance,895538,MEDICAL EXPRESS AMBULANCE SERV,VIOLATION,FORD,E350,2015,FALSE,,,FIRST_PERIOD,1/20/2023 8:00,NO_SHOW,FALSE
Livery,9799,RHM TRANSPORTATION INC.,VIOLATION,CADILLAC,CT6,2016,FALSE,,,FIRST_PERIOD,1/24/2023 8:00,NO_SHOW,FALSE
Taxi,6748,NDIBEN INC,FORECLOSURE,TOYOTA,RAV4,2017,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,2/7/2023 13:00,FAILED,FALSE
Taxi,1095,CHICAGO MEDALLION SIX LLC.,FORECLOSURE,TOYOTA,PRIUS,2014,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,FIRST_PERIOD,1/13/2023 10:00,NO_SHOW,FALSE
Taxi,5208,TAXI MEDALLION GROUPLLC SERIESXX,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Yellow Cab Association,Owner Manager,ROOFTOP_ADVERTISING,2/8/2023 10:00,PASSED,FALSE
Taxi,5333,SIM TAXI CORP,ACTIVE,TOYOTA,PRIUS,2012,FALSE,Flash Cab Co,Owner Manager,FIRST_PERIOD,2/8/2023 13:00,NO_SHOW,FALSE
Taxi,6174,KOINONIA TRANSPORTATION LLC,ACTIVE,TOYOTA,SIENNA,2022,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,2/8/2023 13:00,NO_SHOW,FALSE
Taxi,5068,CORNELL INC.,ACTIVE,TOYOTA,PRIUS,2013,FALSE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",FIRST_PERIOD,2/8/2023 13:00,FAILED,FALSE
Livery,7883,WEN LIN LIMO CORP,ACTIVE,INFINITI,QX60,2018,FALSE,,,FIRST_PERIOD,2/8/2023 8:00,FAILED,FALSE
